id,units,title,Date of Release,notes
MORTPTS5NC,Percent,Origination Fees and Discount Points for 5/1-Year Adjustable Rate Mortgage in the North Central Freddie Mac Regionå©,,"Origination Fees and Discount Points are the total charged by the lender at settlement. One point equals one percent of the loan amount. Data is provided ""as is,"" by Freddie Macå© with no warranties of any kind, express or implied, including, but not limited to, warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user's sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including, but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages. Copyright, 2014, Freddie Mac. Reprinted with permission."
MORTPTS5NE,Percent,Origination Fees and Discount Points for 5/1-Year Adjustable Rate Mortgage in the Northeast Freddie Mac Regionå©,,"Origination Fees and Discount Points are the total charged by the lender at settlement. One point equals one percent of the loan amount. Data is provided ""as is,"" by Freddie Macå© with no warranties of any kind, express or implied, including, but not limited to, warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user's sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including, but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages. Copyright, 2014, Freddie Mac. Reprinted with permission."
MORTPTS5SE,Percent,Origination Fees and Discount Points for 5/1-Year Adjustable Rate Mortgage in the Southeast Freddie Mac Regionå©,,"Origination Fees and Discount Points are the total charged by the lender at settlement. One point equals one percent of the loan amount. Data is provided ""as is,"" by Freddie Macå© with no warranties of any kind, express or implied, including, but not limited to, warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user's sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including, but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages. Copyright, 2014, Freddie Mac. Reprinted with permission."
MORTPTS5SW,Percent,Origination Fees and Discount Points for 5/1-Year Adjustable Rate Mortgage in the Southwest Freddie Mac Regionå©,,"Origination Fees and Discount Points are the total charged by the lender at settlement. One point equals one percent of the loan amount. Data is provided ""as is,"" by Freddie Macå© with no warranties of any kind, express or implied, including, but not limited to, warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user's sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including, but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages. Copyright, 2014, Freddie Mac. Reprinted with permission."
MORTPTS5US,Percent,Origination Fees and Discount Points for 5/1-Year Adjustable Rate Mortgage in the United Stateså©,,"Origination Fees and Discount Points are the total charged by the lender at settlement. One point equals one percent of the loan amount. Data is provided ""as is,"" by Freddie Macå© with no warranties of any kind, express or implied, including, but not limited to, warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user's sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including, but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages. Copyright, 2014, Freddie Mac. Reprinted with permission."
MORTPTS5W,Percent,Origination Fees and Discount Points for 5/1-Year Adjustable Rate Mortgage in the West Freddie Mac Regionå©,,"Origination Fees and Discount Points are the total charged by the lender at settlement. One point equals one percent of the loan amount. Data is provided ""as is,"" by Freddie Macå© with no warranties of any kind, express or implied, including, but not limited to, warranties of accuracy or implied warranties of merchantability or fitness for a particular purpose. Use of the data is at the user's sole risk. In no event will Freddie Mac be liable for any damages arising out of or related to the data, including, but not limited to direct, indirect, incidental, special, consequential, or punitive damages, whether under a contract, tort, or any other theory of liability, even if Freddie Mac is aware of the possibility of such damages. Copyright, 2014, Freddie Mac. Reprinted with permission."
MSCCLAIMS,Number,Continued Claims (Insured Unemployment) in Mississippi,,
MSCEMPLOY,Number,Covered Employment in Mississippi,,
MSICLAIMS,Number,Initial Claims in Mississippi,,
MSINSUREDUR,Percent,Insured Unemployment Rate in Mississippi,,
MTCCLAIMS,Number,Continued Claims (Insured Unemployment) in Montana,,
MTCEMPLOY,Number,Covered Employment in Montana,,
MTICLAIMS,Number,Initial Claims in Montana,,
MTINSUREDUR,Percent,Insured Unemployment Rate in Montana,,
MZM,Billions of Dollars,MZM Money Stock,,M2 less small-denomination time deposits plus institutional money funds. Money Zero Maturity is calculated by the Federal Reserve Bank of St. Louis.
NCCCLAIMS,Number,Continued Claims (Insured Unemployment) in North Carolina,,
NCCEMPLOY,Number,Covered Employment in North Carolina,,
NCICLAIMS,Number,Initial Claims in North Carolina,,
NCINSUREDUR,Percent,Insured Unemployment Rate in North Carolina,,
NDCCLAIMS,Number,Continued Claims (Insured Unemployment) in North Dakota,,
NDCEMPLOY,Number,Covered Employment in North Dakota,,
NDFACBW027NBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFACBW027SBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFDCBW027NBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFDCBW027SBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFFRIW027NBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFFRIW027SBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFLCBW027NBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFLCBW027SBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFSCBW027NBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDFSCBW027SBOG,Billions of U.S. Dollars,"Net Due to Related Foreign Offices, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NDICLAIMS,Number,Initial Claims in North Dakota,,
NDINSUREDUR,Percent,Insured Unemployment Rate in North Dakota,,
NECCLAIMS,Number,Continued Claims (Insured Unemployment) in Nebraska,,
NECEMPLOY,Number,Covered Employment in Nebraska,,
NEICLAIMS,Number,Initial Claims in Nebraska,,
NEINSUREDUR,Percent,Insured Unemployment Rate in Nebraska,,
NFCI,Index,Chicago Fed National Financial Conditions Index,,"The National Financial Conditions Index (NFCI) measures risk, liquidity and leverage in money markets and debt and equity markets as well as in the traditional and ‰ÛÏshadow‰Ûù banking systems. Positive values of the NFCI indicate financial conditions that are tighter than average, while negative values indicate financial conditions that are looser than average.  For further information, please visit the Federal Reserve Bank of Chicago's web site: http://www.chicagofed.org/webpages/publications/nfci/index.cfm."
NFCICREDIT,Index,Chicago Fed National Financial Conditions Credit Subindex,,"""The Chicago Fed‰Ûªs National Financial Conditions Index (NFCI) provides a comprehensive weekly update on U.S. financial conditions in money markets, debt and equity markets, and the traditional and ‰ÛÏshadow‰Ûù banking systems.""  Source:  http://www.chicagofed.org/webpages/publications/nfci/index.cfm.    ""Positive values of the NFCI indicate financial conditions that are tighter than average, while negative values indicate financial conditions that are looser than average.""  ""The three subindexes of the NFCI (risk, credit and leverage) allow for a more detailed examination of the movements in the NFCI. Like the NFCI, each is constructed to have an average value of zero and a standard deviation of one over a sample period extending back to 1973. The risk subindex captures volatility and funding risk in the financial sector; the credit subindex is composed of measures of credit conditions; and the leverage subindex consists of debt and equity measures. Increasing risk, tighter credit conditions and declining leverage are consistent with tightening financial conditions. Thus, a positive value for an individual subindex indicates that the corresponding aspect of financial conditions is tighter than on average, while negative values indicate the opposite.""  Source:  http://www.chicagofed.org/webpages/research/data/nfci/background.cfm.  For further information, please visit the Federal Reserve Bank of Chicago's NFCI website at http://www.chicagofed.org/webpages/publications/nfci/index.cfm."
NFCILEVERAGE,Index,Chicago Fed National Financial Conditions Leverage Subindex,,"""The Chicago Fed‰Ûªs National Financial Conditions Index (NFCI) provides a comprehensive weekly update on U.S. financial conditions in money markets, debt and equity markets, and the traditional and ‰ÛÏshadow‰Ûù banking systems."" Source: http://www.chicagofed.org/webpages/publications/nfci/index.cfm.  ""Positive values of the NFCI indicate financial conditions that are tighter than average, while negative values indicate financial conditions that are looser than average.""  ""The three subindexes of the NFCI (risk, credit and leverage) allow for a more detailed examination of the movements in the NFCI. Like the NFCI, each is constructed to have an average value of zero and a standard deviation of one over a sample period extending back to 1973. The risk subindex captures volatility and funding risk in the financial sector; the credit subindex is composed of measures of credit conditions; and the leverage subindex consists of debt and equity measures. Increasing risk, tighter credit conditions and declining leverage are consistent with tightening financial conditions. Thus, a positive value for an individual subindex indicates that the corresponding aspect of financial conditions is tighter than on average, while negative values indicate the opposite."" Source: http://www.chicagofed.org/webpages/research/data/nfci/background.cfm.  For further information, please visit the Federal Reserve Bank of Chicago's NFCI website at http://www.chicagofed.org/webpages/publications/nfci/index.cfm."
NFCINONFINLEVERAGE,Index,Chicago Fed National Financial Conditions Index Nonfinancial Leveral Subindex,,"""The Chicago Fed‰Ûªs National Financial Conditions Index (NFCI) provides a comprehensive weekly update on U.S. financial conditions in money markets, debt and equity markets, and the traditional and ‰ÛÏshadow‰Ûù banking systems."" Source: http://www.chicagofed.org/webpages/publications/nfci/index.cfm.  ""Positive values of the NFCI indicate financial conditions that are tighter than average, while negative values indicate financial conditions that are looser than average.""  ""The three subindexes of the NFCI (risk, credit and leverage) allow for a more detailed examination of the movements in the NFCI. Like the NFCI, each is constructed to have an average value of zero and a standard deviation of one over a sample period extending back to 1973. The risk subindex captures volatility and funding risk in the financial sector; the credit subindex is composed of measures of credit conditions; and the leverage subindex consists of debt and equity measures. Increasing risk, tighter credit conditions and declining leverage are consistent with tightening financial conditions. Thus, a positive value for an individual subindex indicates that the corresponding aspect of financial conditions is tighter than on average, while negative values indicate the opposite.  The nonfinancial leverage subindex of the NFCI best exemplifies how leverage can serve as an early warning signal for financial stress and its potential impact on economic growth. The positive weight assigned to both the household and nonfinancial business leverage measures in this NFCI subindex make it characteristic of the feedback process between the financial and nonfinancial sectors of the economy often referred to as the ‰ÛÏfinancial accelerator."" Increasingly tighter financial conditions are associated with rising risk premiums and declining asset values. The net worth of households and nonfinancial firms is, thus, reduced at the same time that credit tightens. This leads to a period of deleveraging (i.e., debt reduction) across the financial and nonfinancial sectors of the economy and ultimately to lower economic activity.""  Source: http://www.chicagofed.org/webpages/research/data/nfci/background.cfm.  For further information, please visit the Federal Reserve Bank of Chicago's NFCI website at http://www.chicagofed.org/webpages/publications/nfci/index.cfm."
NFCIRISK,Index,Chicago Fed National Financial Conditions Risk Subindex,,"""The Chicago Fed‰Ûªs National Financial Conditions Index (NFCI) provides a comprehensive weekly update on U.S. financial conditions in money markets, debt and equity markets, and the traditional and ‰ÛÏshadow‰Ûù banking systems."" Source: http://www.chicagofed.org/webpages/publications/nfci/index.cfm.  ""Positive values of the NFCI indicate financial conditions that are tighter than average, while negative values indicate financial conditions that are looser than average.""  ""The three subindexes of the NFCI (risk, credit and leverage) allow for a more detailed examination of the movements in the NFCI. Like the NFCI, each is constructed to have an average value of zero and a standard deviation of one over a sample period extending back to 1973. The risk subindex captures volatility and funding risk in the financial sector; the credit subindex is composed of measures of credit conditions; and the leverage subindex consists of debt and equity measures. Increasing risk, tighter credit conditions and declining leverage are consistent with tightening financial conditions. Thus, a positive value for an individual subindex indicates that the corresponding aspect of financial conditions is tighter than on average, while negative values indicate the opposite."" Source: http://www.chicagofed.org/webpages/research/data/nfci/background.cfm.  For further information, please visit the Federal Reserve Bank of Chicago's NFCI website at http://www.chicagofed.org/webpages/publications/nfci/index.cfm."
NFINCP,Billions of Dollars,Commercial Paper of Nonfinancial Companies,,"For more information, please refer to http://www.federalreserve.gov/releases/cp/about.htm"
NHCCLAIMS,Number,Continued Claims (Insured Unemployment) in New Hampshire,,
NHCEMPLOY,Number,Covered Employment in New Hampshire,,
NHICLAIMS,Number,Initial Claims in New Hampshire,,
NHINSUREDUR,Percent,Insured Unemployment Rate in New Hampshire,,
NJCCLAIMS,Number,Continued Claims (Insured Unemployment) in New Jersey,,
NJCEMPLOY,Number,Covered Employment in New Jersey,,
NJICLAIMS,Number,Initial Claims in New Jersey,,
NJINSUREDUR,Percent,Insured Unemployment Rate in New Jersey,,
NMCCLAIMS,Number,Continued Claims (Insured Unemployment) in New Mexico,,
NMCEMPLOY,Number,Covered Employment in New Mexico,,
NMICLAIMS,Number,Initial Claims in New Mexico,,
NMINSUREDUR,Percent,Insured Unemployment Rate in New Mexico,,
NNPACBW027NBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPACBW027SBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPDCBW027NBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPDCBW027SBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPFRIW027NBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPFRIW027SBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPLCBW027NBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPLCBW027SBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPSCBW027NBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NNPSCBW027SBOG,Billions of U.S. Dollars,"Loans Secured by Nonfarm Nonresidential Properties, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NONBORRESW,Millions of Dollars,"Reserves Of Depository Institutions, Nonborrowed",,"Equals total reserves (http://research.stlouisfed.org/fred2/series/TOTRESNSW) less total borrowings from the Federal Reserve (http://research.stlouisfed.org/fred2/series/BORROWW).  Effective February 2, 1984, reserve computation and maintenance periods have been changed from weekly to bi-weekly. Series with data prior to February 2, 1984 have different values reported from one week to the next. After February 2, 1984, the value repeats for 2 consecutive weeks."
NONM1,Billions of Dollars,Non-M1 Components of M2,,"This series is calculated as the sum of savings deposits; small-denomination time deposits; and retail money funds. Note, that there is a break in the data as weekly data for savings deposits at thrift institutions and small-denomination time deposits at thrift institutions were not available before November 3, 1980."
NUGACBW027NBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGACBW027SBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGDCBW027NBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGDCBW027SBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGFRIW027NBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGFRIW027SBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGLCBW027NBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGLCBW027SBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGSCBW027NBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NUGSCBW027SBOG,Billions of U.S. Dollars,"Net Unrealized Gains (Losses) On Available-For-Sale Securities, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
NVCCLAIMS,Number,Continued Claims (Insured Unemployment) in Nevada,,
NVCEMPLOY,Number,Covered Employment in Nevada,,
NVICLAIMS,Number,Initial Claims in Nevada,,
NVINSUREDUR,Percent,Insured Unemployment Rate in Nevada,,
NYCCLAIMS,Number,Continued Claims (Insured Unemployment) in New York,,
NYCEMPLOY,Number,Covered Employment in New York,,
NYICLAIMS,Number,Initial Claims in New York,,
NYINSUREDUR,Percent,Insured Unemployment Rate in New York,,
OATACBW027NBOG,Billions of U.S. Dollars,"Other Assets, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATACBW027SBOG,Billions of U.S. Dollars,"Other Assets, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATDCBW027NBOG,Billions of U.S. Dollars,"Other Assets, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATDCBW027SBOG,Billions of U.S. Dollars,"Other Assets, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATFRIW027NBOG,Billions of U.S. Dollars,"Other Assets, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATFRIW027SBOG,Billions of U.S. Dollars,"Other Assets, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATLCBW027NBOG,Billions of U.S. Dollars,"Other Assets, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATLCBW027SBOG,Billions of U.S. Dollars,"Other Assets, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATSCBW027NBOG,Billions of U.S. Dollars,"Other Assets, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OATSCBW027SBOG,Billions of U.S. Dollars,"Other Assets, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLACBW027NBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLACBW027SBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLDCBW027NBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLDCBW027SBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLFRIW027NBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLFRIW027SBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLLCBW027NBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLLCBW027SBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OCLSCBW027NBOG,Billions of U.S. Dollars,"Consumer Loans: Other Consumer Loans, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSACBW027NBOG,Billions of U.S. Dollars,"Other Deposits, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSACBW027SBOG,Billions of U.S. Dollars,"Other Deposits, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSDCBW027NBOG,Billions of U.S. Dollars,"Other Deposits, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSDCBW027SBOG,Billions of U.S. Dollars,"Other Deposits, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSFRIW027NBOG,Billions of U.S. Dollars,"Other Deposits, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSFRIW027SBOG,Billions of U.S. Dollars,"Other Deposits, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSLCBW027NBOG,Billions of U.S. Dollars,"Other Deposits, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSLCBW027SBOG,Billions of U.S. Dollars,"Other Deposits, Large Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSSCBW027NBOG,Billions of U.S. Dollars,"Other Deposits, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
ODSSCBW027SBOG,Billions of U.S. Dollars,"Other Deposits, Small Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OHCCLAIMS,Number,Continued Claims (Insured Unemployment) in Ohio,,
OHCEMPLOY,Number,Covered Employment in Ohio,,
OHICLAIMS,Number,Initial Claims in Ohio,,
OHINSUREDUR,Percent,Insured Unemployment Rate in Ohio,,
OKCCLAIMS,Number,Continued Claims (Insured Unemployment) in Oklahoma,,
OKCEMPLOY,Number,Covered Employment in Oklahoma,,
OKICLAIMS,Number,Initial Claims in Oklahoma,,
OKINSUREDUR,Percent,Insured Unemployment Rate in Oklahoma,,
OLLACBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLACBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases, All Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLDCBW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLDCBW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases, Domestically Chartered Commercial Banks",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLFRIW027NBOG,Billions of U.S. Dollars,"Other Loans and Leases, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
OLLFRIW027SBOG,Billions of U.S. Dollars,"Other Loans and Leases, Foreign-Related Institutions",,"For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release, online at http://www.federalreserve.gov/releases/h8/."
